id,Einstein_Radius_actual,Einstein_radius_Inception,Einstein_Radius_Sequential,Einstein_Radius_ResNet,Einstein_Radius_ResNetXt,Sigma_V_actual,Sigma_V_Inception,Sigma_V_Sequential,Sigma_V_ResNet,Sigma_V_ResNetXt,RedShift_Lens_ZL_actual,RedShift_Lens_ZL_Inception,RedShift_Lens_ZL_Sequential,RedShift_Lens_ZL_ResNet,RedShift_Lens_ZL_ResNetXt,Redshift_Source_ZS_actual,Redshift_Source_ZS_Inception,Redshift_Source_ZS_Sequential,Redshift_Source_ZS_ResNet,Redshift_Source_ZS_ResNetXt
705,0.972,1.04037,0.89733,1.08898,0.947254,228.985,211.892,234.658,238.635,223.215,0.605,0.70345,0.724872,0.661989,0.587778,2.857,2.43207,2.60085,3.4103,2.59423
706,2.273,1.80096,1.90423,1.78406,1.96841,320.767,289.195,297.607,258.787,305.045,0.157,0.132347,0.137766,0.126653,0.145973,0.792,0.75991,1.03078,0.999115,0.865512
707,1.688,1.6146,1.56921,1.50415,1.59412,319.907,322.465,314.102,320.592,320.525,0.694,0.705493,0.69108,0.645993,0.70613,2.485,2.40834,2.18522,2.5025,1.96195
708,1.76,1.52384,1.79607,1.60733,1.647,369.708,344.292,354.525,341.35,362.302,0.643,0.5518,0.573422,0.585489,0.557185,1.425,2.13423,1.72707,1.52707,1.84492
710,0.922,0.968028,1.01442,0.907857,0.91336,223.618,221.476,240.37,235.589,236.688,0.473,0.494082,0.580667,0.519304,0.561391,1.87,1.39142,1.72327,1.86231,1.70322
712,1.013,0.849306,0.905569,1.08182,1.08398,263.956,247.268,265.078,259.181,252.666,0.497,0.421439,0.388819,0.415854,0.448875,1.213,1.40335,1.34184,1.07421,0.934745
713,1.237,1.12566,1.12786,1.17136,1.22956,259.401,255.575,273.962,268.357,246.807,0.438,0.442107,0.441353,0.41991,0.434376,1.654,1.04978,1.55635,2.13571,1.36458
714,1.386,1.65516,1.62552,1.58413,1.51423,260.628,271.616,281.449,276.143,287.559,0.347,0.419464,0.489551,0.440449,0.409981,1.667,1.381,1.65985,1.72321,1.52965
715,1.101,1.01544,1.04314,1.04326,1.12943,300.042,296.882,267.367,280.314,278.877,0.966,0.879849,0.903181,0.90789,0.914638,2.306,2.63204,2.64003,2.90877,2.25514
716,1.562,1.75618,1.53642,1.5111,1.50813,309.217,286.215,277.243,287.302,276.419,0.377,0.336511,0.300417,0.32164,0.337915,1.038,1.55685,1.71061,1.44625,1.05901
717,1.514,1.61755,1.70108,1.33553,1.55837,263.539,252.621,253.76,236.698,265.729,0.229,0.222618,0.242553,0.247269,0.245373,1.218,1.06143,1.54271,1.84024,1.24953
718,0.797,0.746773,0.966456,0.758707,0.767404,211.88,217.605,215.733,194.646,236.983,0.519,0.519931,0.622143,0.632652,0.505363,1.928,2.55216,1.5298,2.1854,2.01557
719,2.259,2.14709,2.2391,1.84892,2.23844,312.467,274.323,287.63,303.243,286.661,0.216,0.161699,0.179479,0.188606,0.179024,1.54,1.53705,1.64969,1.54585,1.89937
720,1.238,1.21627,1.34825,1.32733,1.3718,270.644,278.529,288.313,281.094,279.029,0.5,0.544834,0.492661,0.42156,0.493455,1.612,1.82545,2.03981,1.70748,2.0905
721,1.335,1.21103,1.27719,1.19571,1.32592,237.792,252.834,272.417,269.151,263.775,0.353,0.38601,0.388835,0.440933,0.393442,4.777,1.66779,1.16599,1.45563,1.83363
722,1.06,1.07187,1.04308,1.00952,1.07312,264.567,277.892,261.368,270.245,248.376,0.686,0.641231,0.683783,0.668555,0.687519,2.007,2.40551,1.82578,1.66635,1.93725
723,1.042,1.00761,0.976782,1.04889,0.860915,225.532,225.875,212.503,237.977,233.745,0.474,0.590328,0.597435,0.589255,0.497977,2.864,1.71858,2.06194,1.98955,2.88605
724,1.109,1.00889,1.05589,1.09453,1.05765,247.872,234.389,249.719,248.673,233.494,0.571,0.593583,0.56162,0.667178,0.563563,2.358,2.27795,2.09942,1.92036,2.26775
725,1.607,1.80986,1.67864,1.78502,1.66053,259.704,281.875,283.014,256.798,266.0,0.202,0.191785,0.207597,0.250535,0.215791,1.708,1.67728,1.65379,1.97569,1.47502
727,0.925,1.12823,0.892452,1.09022,1.00007,242.392,264.143,242.359,246.321,245.286,0.42,0.433878,0.428447,0.449082,0.438529,1.112,1.59154,1.06705,3.68121,1.75982
728,2.216,2.08084,2.30621,2.09926,2.18263,334.921,317.6,314.749,322.132,299.716,0.381,0.365334,0.35761,0.317791,0.344806,1.698,2.3266,1.9067,2.25445,2.77197
729,1.559,1.46467,1.52466,1.41268,1.57135,330.124,314.711,308.182,326.809,354.414,0.845,0.758783,0.848008,0.654854,0.713565,2.452,2.14378,2.02013,2.72783,2.70749
730,1.389,1.36205,1.3414,1.37398,1.37484,289.891,292.566,268.36,306.121,287.308,0.525,0.574317,0.537318,0.432044,0.571302,1.641,1.81361,2.04075,1.47999,1.67032
731,1.204,1.48388,1.32411,1.21841,1.48264,263.719,257.335,244.402,242.785,236.47,0.182,0.161699,0.177529,0.168003,0.177525,0.493,1.08613,1.46501,1.18322,1.46217
732,1.425,1.42597,1.41108,1.41099,1.42454,288.328,293.078,288.48,292.111,306.1,0.604,0.617678,0.644166,0.580634,0.591458,2.212,1.79265,1.97968,2.31021,1.72933
733,1.683,1.71742,1.67458,1.67756,1.68809,338.142,316.218,293.662,326.631,302.813,0.549,0.489889,0.44685,0.481243,0.437506,1.401,1.8304,2.38592,2.70694,2.53793
734,1.425,1.49446,1.4323,1.55258,1.51523,278.642,281.094,265.413,262.21,258.176,0.278,0.277171,0.251216,0.263929,0.252739,0.901,1.4304,1.65547,1.5297,1.37956
735,1.855,1.88668,1.82711,1.79057,1.87024,296.634,307.713,280.824,303.093,274.034,0.409,0.378831,0.438257,0.428866,0.388071,2.554,2.17427,1.7759,2.66935,2.19585
736,1.082,1.02204,1.02734,1.22501,0.982447,263.466,226.878,239.859,233.745,256.335,0.382,0.358049,0.445607,0.34023,0.33343,0.975,1.06912,1.71943,1.19568,1.34746
737,1.187,1.17892,1.25597,1.2462,1.22597,233.67,252.619,254.296,259.466,248.883,0.333,0.350327,0.365997,0.401467,0.374785,2.104,1.74936,1.71898,2.01749,1.69917
738,0.963,1.17307,1.07355,1.12409,1.15035,220.353,241.2,226.061,234.675,237.107,0.386,0.423881,0.402718,0.414991,0.405332,1.755,1.85208,1.60945,1.98038,2.30261
740,1.398,1.32108,1.2951,1.34514,1.35707,277.691,265.297,269.892,283.357,266.125,0.519,0.525168,0.508807,0.533049,0.520949,2.051,1.57033,1.85358,1.63903,2.21295
741,0.74,0.851935,0.698574,0.8486,0.72543,234.519,249.02,261.489,265.853,235.646,0.853,0.747481,0.915446,0.744135,1.01048,2.229,2.0142,2.07804,2.16161,2.40828
742,1.439,1.57197,1.57767,1.53032,1.5295,261.696,281.325,285.704,273.207,284.364,0.346,0.387393,0.347794,0.381739,0.417761,1.884,1.25021,1.50885,1.47501,1.35875
743,1.393,1.21097,1.30601,1.38209,1.35613,255.006,247.179,271.036,250.527,253.382,0.37,0.386321,0.393724,0.384928,0.406223,2.333,1.75071,1.71374,1.77825,1.29728
744,1.497,1.24727,1.45132,1.43643,1.39192,320.714,292.234,259.669,300.245,287.057,0.732,0.590011,0.617541,0.550482,0.591998,2.045,2.23658,3.01897,2.28369,1.9101
745,2.993,2.45936,2.5453,2.54975,2.36724,374.981,338.225,348.081,343.579,356.147,0.294,0.20113,0.205927,0.214265,0.207544,1.564,1.90133,1.68334,1.54597,1.6853
746,1.203,1.35768,1.35114,1.38369,1.2203,280.578,290.151,285.863,287.824,292.497,0.512,0.531532,0.561947,0.473691,0.522486,1.363,1.65829,1.61122,1.94786,1.55603
747,1.564,1.68874,1.53472,1.53799,1.56118,280.769,297.946,275.517,270.017,298.28,0.462,0.492913,0.469629,0.465642,0.512941,2.352,2.24396,1.94188,1.99041,1.99361
748,0.779,0.726843,0.786153,0.775031,0.795269,220.924,233.009,194.137,234.875,200.603,0.43,0.420291,0.517884,0.443372,0.344954,1.173,1.18514,1.2467,1.83966,3.1037
749,0.933,0.84921,0.886692,0.928251,0.846908,215.649,207.258,197.117,207.71,206.231,0.376,0.37746,0.367285,0.347736,0.379569,1.765,1.49977,1.77066,1.51105,1.49456
750,1.221,1.35803,1.41313,1.33616,1.3799,270.519,274.196,263.073,270.255,263.331,0.363,0.380432,0.385549,0.468295,0.389118,1.031,1.47349,1.41006,1.30408,1.35526
751,1.673,1.51385,1.50064,1.53445,1.69176,342.882,313.114,342.27,324.728,335.262,0.769,0.666294,0.687328,0.606497,0.675938,2.109,1.87678,2.20764,1.8658,1.8173
752,1.162,1.25687,1.28616,1.10464,1.13502,232.475,235.604,240.145,237.974,242.127,0.281,0.326142,0.295921,0.333753,0.290923,1.533,1.88037,1.39892,1.4028,2.21276
753,1.354,1.44531,1.29583,1.1502,1.19593,288.177,271.308,276.642,278.082,281.512,0.569,0.554491,0.64485,0.57482,0.559085,1.789,1.94024,1.76906,1.57579,1.56639
754,1.392,1.49632,1.45306,1.2982,1.36096,314.057,305.284,308.129,294.652,284.43,0.757,0.758526,0.713985,0.739472,0.677386,2.033,2.36221,2.61531,2.71887,3.17522
755,0.666,0.673938,0.655625,0.734109,0.703377,235.044,211.015,213.581,203.598,212.616,0.628,0.486448,0.567445,0.60231,0.504946,1.282,2.03317,1.49699,1.65351,1.37975
756,1.055,0.97144,1.00139,1.00024,1.10098,236.721,236.2,244.176,240.127,238.591,0.469,0.443691,0.493821,0.478397,0.401392,1.98,2.00727,1.93206,1.98718,1.7348
757,0.992,1.06172,1.06377,1.09766,1.07494,240.636,251.82,250.59,251.208,251.78,0.744,0.884452,0.806347,0.728113,0.81001,3.134,3.08072,2.748,3.91767,2.42838
758,1.053,1.44395,1.37411,1.34639,1.31437,279.9,275.451,286.12,255.342,254.538,0.244,0.206589,0.211756,0.191506,0.227408,0.488,1.09171,0.836353,1.07826,0.8014
760,0.832,0.703211,0.774936,0.847453,0.883514,261.297,293.882,266.347,222.371,227.531,1.022,1.00664,0.968991,0.963424,1.12076,2.485,2.7074,2.43673,3.00235,2.24428
761,1.219,1.21806,1.20248,1.21928,1.12882,257.529,257.648,261.935,239.866,255.911,0.578,0.612679,0.653494,0.62648,0.634178,2.563,2.37002,2.07921,2.22616,2.30069
762,0.889,1.00064,0.884274,0.913453,0.924748,215.741,203.319,211.163,227.791,221.404,0.426,0.454628,0.430279,0.431457,0.464466,1.786,1.80802,1.04576,2.00149,1.56148
763,1.201,1.1026,0.979997,1.07875,1.10288,278.973,259.302,277.495,280.941,279.593,0.732,0.622126,0.593181,0.677214,0.680517,2.3,1.76428,1.90427,1.98812,1.95179
764,1.385,1.24912,1.30256,1.26999,1.3764,253.075,250.845,264.249,256.794,262.153,0.251,0.268039,0.301511,0.302703,0.29005,1.333,1.88274,1.63383,1.84165,1.26879
765,1.52,1.61302,1.53193,1.4858,1.56396,285.83,296.404,292.226,281.87,296.748,0.607,0.651633,0.704051,0.63459,0.615469,2.923,1.89978,2.24756,2.70252,2.44292
766,2.054,2.10015,2.15346,2.11354,2.07702,300.401,308.824,294.663,294.939,295.184,0.236,0.287777,0.235787,0.242003,0.232898,1.597,1.99071,1.68957,1.57449,1.944
767,1.028,0.795125,1.06038,0.982032,0.925035,223.121,229.782,225.95,217.231,217.619,0.437,0.43115,0.475871,0.425796,0.421113,2.569,2.56918,2.05318,2.3776,2.27025
768,1.12,1.10605,1.23513,1.33508,1.12478,230.289,225.845,246.677,243.995,230.487,0.269,0.270012,0.270949,0.284353,0.259269,1.333,1.4151,1.29874,1.32822,1.89276
769,1.189,1.26106,1.29816,1.18432,1.19745,226.742,251.042,253.502,247.413,250.715,0.31,0.346845,0.381532,0.361701,0.368289,2.857,2.48754,2.17867,2.08711,1.82476
770,1.965,1.91818,1.95116,1.98766,2.07636,321.101,308.256,312.04,317.332,306.725,0.493,0.451152,0.454793,0.444458,0.485571,2.237,2.56561,2.10841,2.35646,2.85728
771,1.152,1.06744,1.10616,1.061,1.1281,255.914,256.87,248.336,263.543,254.423,0.538,0.546937,0.568062,0.580768,0.535387,1.983,1.72011,1.99995,2.27904,2.02904
772,1.377,2.02369,1.78339,1.9962,1.69138,241.918,298.958,298.185,279.556,295.177,0.081,0.126116,0.12423,0.139051,0.121706,0.488,0.788711,0.925747,1.03744,0.912023
773,1.654,1.29278,1.36985,1.41242,1.30039,278.426,253.042,250.313,277.042,253.294,0.317,0.31052,0.295428,0.30593,0.330334,1.773,1.9385,2.04827,1.72477,1.65356
774,1.982,1.97225,1.95144,1.96342,2.02771,343.954,311.298,320.452,325.416,324.892,0.484,0.440824,0.484524,0.413913,0.406788,1.507,1.35076,1.74407,2.74079,2.30216
775,0.977,1.13713,1.05959,1.01143,1.08994,241.144,243.505,241.283,242.309,240.53,0.434,0.421382,0.451137,0.409781,0.434154,1.31,2.05272,2.30598,1.6794,1.80052
776,1.309,1.35771,1.28524,1.25814,1.28794,326.286,336.706,301.644,330.859,286.976,0.922,0.857508,0.845947,0.980133,0.920003,2.174,2.25803,2.20568,2.19557,2.20885
777,0.857,0.810416,0.779201,0.725175,0.833361,241.177,256.081,254.334,266.511,266.742,0.745,0.789835,0.912729,0.930313,0.860228,2.149,2.17006,2.14721,1.92734,2.01403
778,2.475,2.45986,2.60755,2.20347,2.32805,334.47,346.485,321.799,293.475,316.176,0.184,0.178584,0.15856,0.1325,0.155897,0.973,1.39584,1.03271,1.11607,1.22474
780,1.01,0.915326,0.980206,0.959697,0.985884,233.569,254.517,248.568,279.865,253.662,0.601,0.65596,0.681422,0.610732,0.69795,2.812,2.11198,1.89082,3.27631,1.89007
781,1.228,1.36336,1.35554,1.21854,1.18375,268.63,260.033,250.858,262.519,261.465,0.569,0.558791,0.546283,0.524181,0.586953,1.978,1.86723,2.22094,1.84063,1.61063
782,0.935,0.921442,0.933177,0.928599,0.975009,222.724,261.344,239.742,286.096,237.59,0.623,0.681428,0.771148,0.637493,0.691922,3.246,1.93943,1.87137,1.84897,2.83861
783,2.002,1.4228,1.77368,1.9114,1.71212,306.887,319.282,306.276,301.944,318.58,0.385,0.36919,0.393092,0.374767,0.393287,2.395,2.3778,2.32,2.09149,2.03927
784,0.968,0.876365,0.903683,0.913343,0.873041,254.423,252.292,258.147,251.978,239.342,0.549,0.466051,0.502581,0.499477,0.511973,1.441,1.25333,1.37344,1.26676,1.55809
785,1.022,1.10712,0.943799,1.18596,1.10996,275.441,303.532,276.654,287.428,304.568,0.543,0.446495,0.566012,0.658544,0.528079,1.218,3.82628,1.88414,3.70333,1.68427
786,1.148,1.1174,1.1994,1.06413,1.13672,243.584,235.357,245.502,232.548,239.892,0.393,0.370021,0.369159,0.398791,0.391725,1.659,1.94191,2.16265,2.10046,1.78176
788,1.355,1.47344,1.37747,1.28076,1.46004,255.816,270.368,264.444,255.166,250.943,0.34,0.347992,0.351538,0.329486,0.364052,1.722,1.74406,1.35604,1.90136,1.21394
789,1.15,1.24041,1.22319,1.24809,1.3626,266.072,280.288,276.179,272.421,271.126,0.446,0.426415,0.435455,0.42449,0.430373,1.27,1.14167,1.54006,1.44048,2.0294
790,1.105,1.02103,1.1297,1.05843,1.13161,237.669,231.374,232.514,219.326,235.06,0.433,0.479701,0.38991,0.468501,0.448156,1.997,1.72636,2.03909,2.1141,2.04161
791,0.959,1.01838,0.941502,0.724506,1.07401,251.991,249.412,265.298,282.532,258.94,0.688,0.745094,0.795072,0.82715,0.705817,2.005,1.88671,1.8534,2.56534,2.47073
792,1.157,0.980185,1.00215,1.0454,0.995266,232.32,211.99,212.01,218.916,208.796,0.305,0.314736,0.333456,0.401317,0.331038,1.708,1.41145,1.02068,1.09717,0.784145
793,0.99,0.983602,1.02574,1.07944,1.07849,258.856,252.039,259.738,275.472,250.349,0.352,0.385239,0.405989,0.330278,0.406944,0.818,0.882687,0.943617,1.15587,0.917181
794,1.7,1.61743,1.88873,1.6992,1.66079,282.582,262.428,279.057,257.791,277.519,0.282,0.279965,0.255901,0.287154,0.226894,1.469,1.5354,1.62264,1.95169,2.08586
795,1.189,1.17551,1.18982,1.07283,1.10429,224.002,249.748,248.642,229.317,243.457,0.205,0.253044,0.22591,0.233251,0.26248,1.686,0.813672,1.1863,1.15635,0.93574
796,0.907,0.978699,0.880374,0.926527,0.833098,256.158,247.084,244.025,238.535,234.064,0.446,0.423533,0.346102,0.393311,0.388904,0.992,0.820324,2.18923,1.1526,1.30201
797,1.632,1.70139,1.65683,1.848,1.64261,285.611,294.354,292.562,292.437,291.115,0.352,0.349656,0.355543,0.392546,0.394182,1.581,1.36766,1.22406,1.51506,1.58113
798,1.996,1.88158,1.90682,1.9749,1.95748,367.531,314.022,309.608,330.793,308.085,0.467,0.344797,0.335928,0.343483,0.380717,1.148,1.35196,1.73395,1.90518,1.7377
799,1.352,1.43481,1.28166,1.12943,1.37281,251.016,267.677,248.185,248.367,275.01,0.346,0.3714,0.371285,0.372331,0.359191,2.098,1.6213,1.93816,1.49283,1.44585
801,0.642,0.651833,0.722861,0.759132,0.692943,285.229,226.709,222.07,245.708,218.652,0.967,0.867662,0.820692,0.625579,0.747744,1.54,1.64113,2.00966,1.9611,2.12299
802,2.038,2.11283,2.05289,2.01343,1.8656,312.126,337.524,315.223,290.703,298.213,0.264,0.308813,0.275843,0.265789,0.292629,1.25,1.99188,1.64044,1.79256,1.38199
803,1.349,1.29257,1.36378,1.30623,1.25513,273.934,272.855,289.098,288.937,308.649,0.392,0.358641,0.383962,0.379062,0.419092,1.331,1.61027,1.99248,1.43596,0.81507
805,0.741,0.793877,0.702213,0.752401,0.669243,291.931,227.919,224.653,259.034,213.095,1.229,0.987345,0.967184,0.911766,1.04694,2.217,2.49475,2.4798,3.39881,2.64322
806,1.003,0.904181,0.871632,0.861749,0.9027,214.544,209.549,222.877,228.535,218.312,0.386,0.35365,0.372974,0.376217,0.381116,2.78,1.87638,2.00686,0.999699,1.03489
807,1.072,1.25998,1.05267,1.17079,1.11237,215.47,242.238,227.763,231.154,229.621,0.211,0.253155,0.242616,0.268906,0.279686,1.474,1.16517,1.42793,1.38517,1.01196
808,1.446,1.44635,1.39716,1.51305,1.46064,279.06,288.982,265.476,278.334,266.252,0.359,0.385226,0.326981,0.309772,0.316006,1.289,1.34955,1.88295,1.79141,2.85521
809,1.635,1.76851,1.77721,1.71078,1.82857,261.947,269.268,257.403,260.289,263.276,0.153,0.161699,0.16156,0.1884,0.150702,1.148,1.42871,1.47163,1.6588,1.4792
810,1.191,1.35399,1.28129,1.26589,1.29395,247.407,285.151,284.413,248.466,261.987,0.338,0.380637,0.396218,0.37067,0.361626,1.361,1.40715,1.71324,1.77316,2.011
811,1.465,1.45277,1.58429,1.41461,1.58457,249.818,248.232,253.667,237.776,262.712,0.22,0.252481,0.263734,0.266222,0.263085,1.755,1.69694,1.99451,1.75555,1.53636
813,1.222,1.12052,1.13157,1.08407,1.14217,276.052,313.606,274.93,267.407,289.467,0.657,0.560172,0.664825,0.600239,0.533852,2.127,1.68391,1.96277,2.34372,2.11551
814,0.999,0.871451,0.964461,0.973921,0.956012,232.835,278.98,242.578,231.959,259.706,0.605,0.572557,0.612949,0.645323,0.674582,2.801,1.95126,2.12169,2.53299,2.04226
815,0.864,0.961575,0.867915,0.953776,0.958858,214.725,204.102,207.511,210.131,211.133,0.327,0.30341,0.362941,0.371495,0.358987,1.167,1.23316,2.24873,2.19522,1.51118
816,0.815,0.636964,0.807543,0.833021,0.817781,204.988,203.415,210.313,219.127,234.439,0.473,0.495698,0.505578,0.641116,0.486737,2.231,2.383,2.37822,1.67887,1.85142
817,2.021,2.21754,1.88202,1.93233,1.86433,305.377,304.847,280.456,287.788,285.102,0.292,0.284486,0.290313,0.270782,0.297095,1.679,2.11667,1.77438,1.67873,1.82919
818,1.364,1.45955,1.25604,1.47832,1.31879,255.338,248.47,241.201,258.112,245.769,0.265,0.251905,0.256067,0.255121,0.242647,1.252,1.74189,1.92826,1.56914,1.35644
819,1.483,1.48992,1.39574,1.39559,1.43805,263.608,278.658,273.633,277.864,272.721,0.41,0.391471,0.538489,0.399203,0.436321,2.752,2.38315,2.21399,2.24966,1.97619
820,1.436,1.35565,1.46911,1.34312,1.40336,275.255,289.289,277.295,272.342,279.839,0.455,0.473127,0.48069,0.491185,0.475961,1.927,2.57625,2.44486,2.18065,2.39377
821,1.636,1.19247,1.1396,1.45446,1.44205,303.133,258.598,278.698,291.411,247.612,0.28,0.228448,0.243995,0.188681,0.245426,0.851,1.02449,0.764058,1.28421,0.769103
822,1.33,1.19228,1.17453,1.22925,1.20402,283.032,294.811,280.2,283.237,298.264,0.641,0.640954,0.662496,0.717111,0.635495,2.229,1.91987,2.0017,2.06193,2.15129
823,0.626,0.656594,0.638434,0.675596,0.655535,242.062,257.867,239.137,250.884,245.357,1.196,1.32257,1.18108,1.17465,1.33328,2.62,2.77754,2.3682,2.27141,2.80376
824,1.458,1.42775,1.48506,1.55389,1.53501,273.963,247.094,235.902,263.841,285.842,0.392,0.346291,0.487072,0.415393,0.377973,1.67,1.86943,1.77238,1.57673,1.42446
825,1.128,0.8518,0.946303,0.929513,0.930071,256.299,238.289,250.51,253.328,248.832,0.532,0.529857,0.398105,0.447721,0.455559,1.828,1.33089,2.0002,2.37,2.78002
826,1.817,1.40212,1.50899,1.65436,1.42295,331.567,333.622,326.339,341.784,322.623,0.593,0.619528,0.630782,0.544216,0.629258,1.959,1.30894,1.65969,1.92049,1.33188
827,0.883,1.00258,1.00195,1.10385,1.00305,247.424,254.34,251.683,264.925,258.074,0.465,0.426932,0.520332,0.503496,0.455251,1.103,2.5792,1.20876,1.75747,2.48651
828,1.581,1.60751,1.59209,1.44276,1.63615,342.148,343.438,352.966,333.477,322.579,0.772,0.763858,0.742721,0.726686,0.753934,1.942,2.20465,2.06669,2.10744,2.09346
830,1.631,2.04285,1.86624,1.56325,1.90829,259.985,275.461,291.491,245.33,271.257,0.157,0.161699,0.153133,0.170077,0.170589,1.3,1.02538,0.974741,1.34686,1.40665
831,1.553,1.32319,1.68339,1.49337,1.41907,269.134,266.493,266.224,260.734,263.68,0.312,0.303026,0.300337,0.32286,0.308993,1.768,1.2937,1.51819,1.69791,1.3857
832,1.428,1.49947,1.42946,1.48098,1.42305,320.078,309.626,303.454,287.193,310.369,0.649,0.631592,0.460009,0.455054,0.612933,1.609,2.16848,1.70085,1.75272,2.21836
834,1.115,1.1049,1.09338,1.16472,1.10366,253.315,266.861,263.734,246.995,260.445,0.533,0.582467,0.568423,0.548599,0.562206,1.895,1.32332,1.45522,1.4051,1.79715
836,0.635,0.671235,0.635623,0.774117,0.63465,187.985,189.818,223.299,231.991,211.04,0.674,0.723933,0.893953,0.900421,0.788961,3.108,1.99101,2.10208,1.86182,1.94715
837,1.309,1.22138,1.26167,1.24435,0.988724,238.644,253.694,234.432,257.272,232.62,0.21,0.205131,0.200633,0.263517,0.212049,1.417,1.56536,1.41036,1.44772,0.789859
839,1.035,1.01849,1.03079,1.01722,1.06457,231.403,226.981,211.76,231.887,214.716,0.285,0.295792,0.257379,0.316975,0.260584,1.062,1.11763,1.08118,1.56403,1.39605
840,1.071,1.03123,1.33408,1.26285,1.47523,215.184,249.539,246.776,235.825,240.023,0.107,0.161699,0.140536,0.140088,0.133092,0.62,0.733632,0.831947,0.995711,0.929096
841,1.985,1.96152,1.85651,1.91455,1.79787,308.074,301.759,305.476,301.362,304.683,0.433,0.47044,0.484678,0.433835,0.416032,2.706,1.89994,1.70426,1.41796,2.27526
842,1.547,1.35396,1.4569,1.63008,1.52314,256.992,284.423,285.125,268.086,272.143,0.109,0.1245,0.115649,0.138855,0.0972531,0.669,0.924852,0.999836,1.07135,0.97828
843,1.828,1.55616,1.56255,1.5572,1.67207,281.237,260.395,261.976,261.977,265.981,0.257,0.23861,0.236102,0.257949,0.245768,2.017,2.36829,1.90362,1.87144,1.55899
844,1.022,1.17417,0.958282,0.896862,1.00589,258.081,269.86,260.202,264.369,260.581,0.576,0.538034,0.554142,0.545517,0.562229,1.606,1.7043,1.47274,1.64665,2.05023
845,1.333,1.31459,1.31924,1.33459,1.23207,267.026,268.314,251.176,245.04,273.823,0.453,0.468507,0.450079,0.47767,0.417547,1.828,2.34584,2.6944,1.5817,2.36575
846,0.847,0.895338,0.751616,0.833942,0.815033,200.995,227.104,225.855,217.392,227.603,0.364,0.406212,0.489057,0.375606,0.410218,2.024,2.05232,1.78402,1.54602,2.41368
848,1.726,1.83511,1.83927,1.86139,1.89408,269.702,302.048,295.409,287.564,299.752,0.254,0.275892,0.272832,0.25259,0.320256,2.457,1.32437,1.92026,1.58674,1.4641
849,1.503,1.68902,1.51463,1.57693,1.54909,275.955,283.745,281.176,295.96,271.342,0.353,0.417675,0.434028,0.364214,0.347591,1.514,1.44772,1.54403,1.88526,1.64757
850,1.33,1.48315,1.35713,1.38173,1.35095,266.302,257.199,271.969,274.492,267.845,0.589,0.520693,0.618575,0.571882,0.523932,2.857,3.33771,3.04132,2.55899,3.09528
851,1.386,1.49814,1.44784,1.35199,1.38123,238.876,242.436,260.683,233.775,269.626,0.19,0.190617,0.209282,0.197049,0.215289,1.826,1.5902,1.78772,1.49317,1.77454
852,1.163,1.19012,1.11612,0.992493,1.16062,243.186,240.294,245.552,248.085,250.728,0.321,0.344408,0.363212,0.339955,0.349724,1.312,1.11548,0.969904,1.24578,1.0188
853,1.424,1.42747,1.60889,1.44885,1.43394,359.041,282.782,342.218,325.547,334.346,0.981,0.965604,0.912604,0.863674,0.89074,2.069,2.14891,2.7595,2.93877,2.82509
855,0.813,1.01909,0.914007,0.876428,0.901639,187.938,218.047,203.817,218.761,216.312,0.36,0.436756,0.514435,0.487219,0.456425,3.738,1.98271,2.50738,1.85822,2.42275
856,1.417,1.35649,1.32265,1.28256,1.39122,293.973,298.086,299.411,272.633,289.361,0.706,0.735913,0.687841,0.652653,0.676086,2.515,2.31912,2.24342,2.16868,2.20313
