id,Einstein_Radius_actual,Einstein_radius_Inception,Einstein_Radius_Sequential,Einstein_Radius_ResNet,Einstein_Radius_ResNetXt,Sigma_V_actual,Sigma_V_Inception,Sigma_V_Sequential,Sigma_V_ResNet,Sigma_V_ResNetXt,RedShift_Lens_ZL_actual,RedShift_Lens_ZL_Inception,RedShift_Lens_ZL_Sequential,RedShift_Lens_ZL_ResNet,RedShift_Lens_ZL_ResNetXt,Redshift_Source_ZS_actual,Redshift_Source_ZS_Inception,Redshift_Source_ZS_Sequential,Redshift_Source_ZS_ResNet,Redshift_Source_ZS_ResNetXt
2302,1.4,1.37494,1.35341,1.38761,1.44248,246.905,253.489,268.173,250.091,257.316,0.294,0.309695,0.311345,0.289045,0.316251,2.451,1.84694,1.16174,1.59879,1.31984
2303,1.256,1.25381,1.13304,1.27101,1.13852,242.743,215.797,221.618,234.915,240.614,0.214,0.185241,0.197171,0.225674,0.156602,1.013,2.24707,1.61644,1.45917,0.942315
2304,1.238,1.2171,1.28908,1.31282,1.43227,269.488,262.703,260.563,255.382,256.869,0.271,0.25397,0.262627,0.264674,0.277597,0.752,0.733498,0.855806,0.929588,0.763693
2305,1.227,1.06566,1.09308,1.15336,1.14964,248.812,247.322,259.286,226.081,244.803,0.505,0.482123,0.50929,0.550912,0.522283,2.742,2.35828,2.16224,2.03348,1.90089
2306,1.865,1.81345,1.72963,1.7366,1.8011,296.882,296.785,298.954,283.342,293.182,0.347,0.366635,0.357258,0.33027,0.358123,1.957,1.82253,1.96919,1.59842,1.91933
2307,0.752,0.870358,1.0937,0.829981,0.920178,187.022,183.877,211.136,195.511,190.823,0.122,0.161699,0.143695,0.144107,0.153468,0.532,0.808798,1.34143,0.932875,1.01487
2308,0.928,0.916269,0.971837,0.98914,0.904203,208.272,215.304,201.504,203.896,203.513,0.405,0.362194,0.429722,0.527201,0.398155,2.725,3.31483,2.30477,2.34474,2.3046
2309,1.76,1.27186,1.37333,1.36685,1.29734,310.696,288.893,299.102,284.511,279.728,0.26,0.213355,0.217612,0.209008,0.201378,0.821,0.816715,0.891472,0.93115,0.723391
2312,1.989,1.95976,2.20287,1.92555,2.10579,301.737,324.812,319.766,307.362,337.302,0.356,0.383525,0.381344,0.391876,0.407449,2.445,1.45479,1.94994,1.96546,1.10495
2313,1.6,1.50441,1.67064,1.65614,1.69003,270.884,256.009,255.915,279.72,243.502,0.153,0.141376,0.140938,0.17497,0.125216,0.73,1.30159,0.964379,1.47979,1.32297
2314,1.365,1.2637,1.28756,1.37787,1.23779,293.76,286.82,294.138,287.674,285.67,0.523,0.537211,0.546326,0.53463,0.546186,1.493,1.41121,1.77294,1.61265,1.7841
2315,1.428,1.57636,1.51942,1.42695,1.3722,255.482,250.539,273.851,260.248,282.771,0.342,0.330761,0.366385,0.458211,0.367471,2.3,2.29191,1.93795,1.86427,1.75723
2316,1.062,1.11632,1.04025,0.992933,1.03736,273.991,292.922,299.861,277.837,271.519,0.782,0.795078,0.81519,0.995273,0.873078,2.142,1.95169,2.00871,2.49138,2.08526
2317,1.514,1.69343,1.62367,1.83356,1.46519,252.31,279.883,293.334,274.629,298.56,0.163,0.228871,0.243133,0.235115,0.240882,1.229,1.65933,1.87132,2.00087,1.5124
2318,1.756,1.62249,1.65047,1.7817,1.76754,323.555,329.469,333.294,316.865,338.509,0.63,0.627948,0.636158,0.625006,0.640004,2.227,1.65727,1.63321,2.33249,1.98091
2319,1.378,1.30559,1.51309,1.344,1.45771,257.82,280.274,275.941,256.783,254.454,0.338,0.351669,0.355343,0.293759,0.335897,1.712,2.0863,1.59976,1.48195,1.48042
2320,1.325,1.35826,1.31255,1.30627,1.34547,301.752,314.97,284.715,306.501,308.26,0.697,0.690449,0.557619,0.489837,0.658919,1.907,1.67305,2.08483,1.75693,2.10577
2321,1.334,1.33229,1.36034,1.37918,1.34722,249.047,263.283,251.845,257.26,238.263,0.326,0.300335,0.347461,0.350021,0.32266,1.925,2.96217,1.93718,2.12282,2.05246
2322,0.806,0.845414,0.787885,0.699037,0.752153,235.417,246.731,252.454,229.771,256.854,0.703,0.678259,0.692586,0.736472,0.774122,1.924,1.82767,1.77209,1.87755,1.55403
2323,0.934,1.15659,1.10489,0.964565,0.988466,212.991,216.518,227.659,226.061,211.295,0.381,0.431462,0.490803,0.522937,0.417066,2.007,1.6202,1.87044,1.7966,1.5885
2325,1.419,1.44869,1.43979,1.5319,1.57949,260.761,292.347,292.695,289.442,279.852,0.302,0.310082,0.341996,0.317816,0.30597,1.487,1.20036,1.21487,1.86959,1.67771
2326,1.8,1.81859,1.77348,1.75195,1.77092,308.23,322.638,322.524,297.316,332.768,0.521,0.554253,0.56811,0.477429,0.546052,2.396,1.93459,1.87397,2.47536,1.83083
2329,0.948,0.930533,0.934744,1.06744,0.915529,249.0,230.346,243.922,264.388,239.522,0.944,0.878809,0.863338,0.887025,0.884761,3.428,3.62368,3.09554,2.96713,2.46507
2330,1.455,1.50854,1.43635,1.43822,1.46147,300.321,285.125,308.214,279.753,328.93,0.771,0.833656,0.776075,0.622011,0.829695,2.788,3.11407,3.05723,2.95729,3.43563
2331,1.274,1.13199,0.985094,0.955911,1.0802,258.406,257.324,254.52,278.436,258.747,0.553,0.598452,0.554648,0.527521,0.541987,2.731,2.0186,2.43323,1.595,2.21172
2332,1.835,1.64406,1.70711,1.79615,1.8969,292.189,300.705,314.273,302.779,317.807,0.461,0.453652,0.416578,0.460106,0.445068,3.643,2.56609,2.47075,2.33832,2.32104
2333,1.371,1.30267,1.24186,1.27085,1.27546,293.486,299.848,299.164,321.664,326.18,0.728,0.689477,0.671071,0.774497,0.744677,2.454,2.28935,2.19384,2.45164,2.01463
2334,1.098,0.883803,1.014,0.918179,1.07493,224.156,222.754,222.047,225.12,223.27,0.319,0.352228,0.354996,0.34873,0.339357,2.033,1.46317,1.45568,1.35118,1.77195
2336,0.962,1.00581,0.975176,0.88069,0.976161,285.239,277.675,291.029,297.977,314.845,1.041,1.06419,1.11963,1.09617,0.96379,2.451,2.34532,3.54006,3.52579,3.00285
2337,1.287,1.695,1.42301,1.45832,1.57752,245.254,248.752,252.074,265.869,278.971,0.381,0.544127,0.446451,0.404653,0.45427,2.445,1.85629,2.21102,2.94499,1.89803
2338,0.984,0.992883,0.945241,0.98971,0.983349,253.913,251.114,246.482,266.153,262.505,0.679,0.673564,0.699301,0.589066,0.650132,2.007,2.19144,2.41112,2.25866,2.4831
2339,1.484,1.53837,1.37014,1.39893,1.37626,246.781,245.102,247.467,246.485,247.293,0.176,0.182019,0.224518,0.204828,0.195375,1.662,1.45255,1.24824,1.41218,1.18128
2340,2.158,2.08482,2.04532,1.95435,2.44718,284.924,300.178,297.889,283.026,301.38,0.123,0.154264,0.15907,0.153584,0.141002,3.178,1.11102,1.19623,1.26367,1.13528
2341,2.029,1.93531,1.96405,1.90346,1.98923,339.759,329.181,330.473,349.159,331.254,0.358,0.357395,0.32791,0.294485,0.323235,1.124,1.03084,1.31524,1.26558,1.54183
2342,1.216,1.21083,1.04979,1.17043,1.1073,262.099,242.133,289.125,268.379,263.573,0.663,0.676611,0.706094,0.764126,0.686029,2.852,2.64315,2.43126,2.35716,2.31782
2343,0.927,0.80009,0.83295,0.771719,0.822991,200.062,213.347,203.039,200.445,201.939,0.291,0.311227,0.290227,0.319882,0.305057,2.564,1.40869,2.25432,1.39874,1.68763
2344,0.919,0.94278,0.897516,0.764573,0.870183,261.052,289.909,258.021,327.882,273.716,0.824,0.715072,1.01084,0.949654,0.931521,2.127,1.97837,1.84578,3.03782,2.32765
2345,0.798,0.750877,0.74927,0.797016,0.78814,206.841,190.151,192.825,201.623,196.607,0.404,0.398165,0.355664,0.376119,0.352733,1.534,1.82079,2.41813,1.01454,2.53238
2347,1.374,1.25331,1.37463,1.30599,1.1137,284.406,257.437,260.129,281.009,272.744,0.422,0.401578,0.380955,0.414081,0.383917,1.291,1.542,1.81085,1.92554,1.56026
2348,1.57,1.55215,1.70248,1.90058,1.71317,320.745,335.706,338.7,304.608,326.838,0.706,0.668458,0.721146,0.783031,0.681998,2.127,2.55222,3.03479,2.28809,2.66609
2349,1.032,0.943724,1.0291,0.957608,0.999674,262.006,275.65,269.365,251.803,252.25,0.644,0.511339,0.563302,0.528669,0.553473,1.808,2.54744,1.69827,2.14334,2.05928
2350,1.227,1.08954,1.03338,1.16395,1.09849,231.778,262.21,264.978,235.196,248.5,0.217,0.380505,0.201667,0.291051,0.253878,1.433,1.65773,1.39542,1.59671,1.40315
2351,1.234,1.21215,1.48696,1.66062,1.08308,327.344,269.714,284.708,322.451,265.905,0.334,0.239364,0.283067,0.212982,0.269287,0.596,0.735664,0.867821,1.30128,0.758025
2352,1.234,1.04684,1.28129,1.15345,1.26449,336.775,316.104,302.86,331.963,331.844,1.145,1.20375,1.24263,1.03728,1.09051,2.517,3.4426,2.95106,3.19972,3.08891
2353,1.143,1.31138,1.18915,1.25937,1.26041,272.441,267.721,278.126,271.266,266.361,0.62,0.590273,0.630053,0.597081,0.641412,1.791,2.34745,1.90897,3.118,2.70359
2354,0.942,0.971745,0.937586,0.961807,0.939565,265.401,273.475,287.908,265.602,258.715,0.798,0.873104,0.873692,0.800398,0.837221,2.007,2.07702,2.12192,2.10423,2.23886
2355,0.794,0.841304,0.785436,0.74042,0.820008,250.399,266.676,262.409,253.566,233.888,1.021,0.944612,0.886846,0.789043,1.07229,2.635,2.27638,2.12469,2.86634,2.08454
2356,1.208,1.14652,1.04983,1.53692,1.29948,284.997,278.416,257.704,277.682,271.841,0.287,0.332491,0.250441,0.238692,0.232933,0.652,0.890629,1.1666,1.41851,1.06118
2357,1.083,1.11242,1.11942,1.06914,0.986684,223.911,242.773,240.273,224.456,234.997,0.305,0.313656,0.332381,0.318739,0.325813,1.773,1.85721,1.32876,2.17195,2.09316
2358,1.24,1.26773,1.28129,1.18788,1.25231,293.112,310.364,304.646,285.728,308.929,0.755,0.690993,0.699638,0.617829,0.682361,2.107,2.09463,2.69143,1.5037,2.3479
2359,1.914,1.767,1.87804,1.82356,1.80285,297.114,287.026,286.167,310.164,294.529,0.226,0.182504,0.224548,0.156925,0.201287,1.169,1.4157,1.3977,1.28024,1.7425
2360,1.234,1.1557,1.22233,1.16212,1.18923,250.692,264.957,258.139,257.618,260.374,0.498,0.499947,0.500506,0.570109,0.541838,2.562,1.9873,2.23072,1.99746,1.80742
2361,1.405,1.28129,1.27501,1.16798,1.23562,244.841,254.58,237.365,253.229,236.037,0.194,0.205141,0.196353,0.212048,0.19363,1.424,1.13124,1.68823,1.49213,1.3499
2363,1.308,1.12993,1.21099,1.12242,1.23565,252.322,255.257,258.633,240.717,234.988,0.454,0.48017,0.4971,0.43462,0.473993,2.68,1.76712,2.15003,2.52397,1.71816
2365,1.69,2.10288,2.20022,1.89852,1.65916,259.713,287.776,293.993,268.094,287.578,0.107,0.141111,0.171105,0.135455,0.133208,1.044,1.01569,1.14515,1.00568,0.892408
2366,1.618,1.78267,1.78949,1.54048,1.67371,260.58,279.829,290.658,265.714,288.389,0.214,0.20763,0.237873,0.248583,0.228253,1.893,1.80164,1.22716,1.92625,1.88155
2367,1.116,0.976438,0.8895,0.8843,0.845432,235.342,226.376,245.47,243.036,251.918,0.527,0.481063,0.424887,0.459983,0.477103,3.221,2.26634,1.5018,2.14248,1.73026
2369,1.551,1.30012,1.39389,1.32217,1.48899,277.769,280.887,276.92,283.664,270.981,0.47,0.478211,0.50664,0.475708,0.528781,2.568,1.90783,1.97857,2.46275,1.46616
2370,1.133,1.1497,1.05962,1.09228,1.07369,263.179,250.652,263.999,297.328,243.031,0.709,0.717101,0.682182,0.710112,0.736792,2.524,2.42133,2.54061,2.5124,2.18245
2372,1.386,1.53547,1.44544,1.47409,1.38927,277.872,270.902,277.358,286.711,256.741,0.445,0.443612,0.464666,0.369346,0.458915,1.584,1.78962,1.67625,1.84537,1.88122
2373,2.003,1.53179,1.57739,1.68636,1.52648,323.638,274.076,279.808,291.405,280.637,0.329,0.286344,0.317953,0.274336,0.261023,1.247,1.24751,1.50882,1.51402,1.7336
2374,1.823,1.92893,1.90854,1.88592,1.93757,366.861,359.483,355.907,348.871,362.062,0.787,0.653971,0.633037,0.607124,0.715713,2.007,1.97017,2.18098,2.18418,2.15286
2376,1.968,1.88526,1.93879,1.95135,2.00577,312.975,323.505,300.02,324.396,303.069,0.331,0.309629,0.286991,0.271374,0.294878,1.471,2.1714,1.66347,1.56952,1.66273
2377,1.748,2.00746,2.01138,1.77832,1.76898,267.315,277.66,258.994,257.594,266.014,0.149,0.147962,0.146532,0.173861,0.145583,1.336,1.38165,1.37246,1.54906,1.70168
2378,1.097,1.04811,1.13733,1.1964,1.02697,220.919,216.535,220.415,239.022,231.453,0.349,0.408948,0.409221,0.469605,0.384638,2.865,2.13284,2.54467,1.57327,1.49212
2379,0.641,0.876005,0.875496,0.825692,0.857451,236.864,203.86,230.945,217.537,211.623,0.384,0.33964,0.332712,0.271293,0.352485,0.69,1.07857,1.04251,1.70207,1.60071
2380,1.056,1.03687,0.903025,1.09031,1.02611,210.36,209.927,208.665,204.022,220.058,0.193,0.259952,0.184838,0.23167,0.224863,1.611,0.611529,0.999962,0.965623,0.785367
2381,0.742,0.688516,0.789123,0.715631,0.700106,266.88,208.748,244.395,254.818,253.714,0.991,0.776953,1.0049,0.896207,0.831196,1.973,2.08083,2.14402,2.11437,2.03886
2382,0.953,1.05997,0.928814,1.06692,1.05118,255.149,260.617,257.997,267.925,258.982,0.682,0.674812,0.656776,0.641075,0.670635,1.866,1.65385,1.75476,1.90033,2.09132
2383,2.925,2.16644,1.93168,2.20087,2.02399,355.002,275.938,276.984,292.63,265.389,0.125,0.0748727,0.0897433,0.135651,0.0970613,0.752,0.744099,0.777426,0.916578,0.822273
2384,1.061,1.16084,0.985215,0.907164,1.04101,242.63,266.89,267.859,261.192,255.739,0.616,0.620373,0.686366,0.637219,0.611307,2.659,1.79478,2.01963,3.11434,2.71943
2386,0.904,0.805445,0.744112,0.819261,0.736153,196.27,195.678,166.945,201.538,192.243,0.117,0.161699,0.109675,0.133637,0.0820433,0.737,0.645936,0.584852,0.865296,0.627357
2387,1.226,1.47846,1.22168,1.24826,1.32234,244.413,248.949,238.099,251.658,233.457,0.303,0.252122,0.348279,0.307905,0.328056,1.405,1.68326,2.07442,1.83367,1.55457
2388,0.818,0.789631,0.862429,0.877213,0.793381,229.389,227.236,267.225,249.539,230.874,0.788,0.903468,0.857205,0.934021,0.822229,2.635,2.01775,1.8965,2.17491,2.49871
2389,1.403,1.12528,1.31426,1.39335,1.28474,249.697,245.725,244.902,245.701,228.87,0.201,0.204885,0.191984,0.237624,0.180599,1.185,1.38752,1.83017,1.47751,1.06058
2390,0.827,0.858351,0.820609,0.708216,0.84754,194.711,204.206,204.278,185.208,217.477,0.18,0.184425,0.224092,0.188859,0.216956,0.887,1.2365,1.02382,1.42645,1.96794
2391,0.777,0.988543,1.24426,0.967989,0.931187,236.564,251.795,269.114,288.54,298.538,1.007,1.01111,1.14407,1.05314,1.59125,3.053,3.08247,2.85114,4.26307,4.53162
2392,1.192,1.14918,1.12119,1.07582,1.19738,250.875,256.97,250.128,254.488,244.54,0.446,0.392271,0.441922,0.48724,0.475025,1.868,2.57095,2.01706,2.31764,1.54103
2393,1.179,1.22119,1.20511,1.06176,1.17385,231.774,227.196,232.023,238.761,252.33,0.297,0.232053,0.344818,0.329418,0.234263,1.85,1.83401,1.40771,1.44917,1.67865
2394,2.109,1.87482,2.02331,1.91758,1.96097,314.67,308.521,310.181,302.239,291.479,0.417,0.389902,0.388509,0.355522,0.387522,2.801,2.42729,2.58127,2.39621,2.37969
2395,0.894,0.87993,0.869794,0.952276,0.895877,239.066,258.405,276.251,254.368,256.66,0.948,1.38075,1.02332,1.12881,1.15239,3.684,3.70135,2.93902,4.23516,3.50426
2396,2.488,3.19481,2.33386,2.6505,2.63763,346.781,386.087,361.867,354.845,367.336,0.355,0.40329,0.366678,0.248904,0.300013,1.838,1.36076,0.913883,1.10241,1.66655
2399,1.911,1.67042,1.76554,1.63224,1.67346,358.903,338.806,364.977,331.036,345.995,0.793,0.749969,0.911052,0.786266,0.7961,2.392,3.16274,2.30279,2.52485,2.5477
2400,1.553,1.21539,1.46374,1.44367,1.3981,271.953,288.848,285.589,279.882,266.749,0.356,0.390238,0.374957,0.367452,0.396602,1.976,1.70737,1.75696,2.03946,1.38027
2401,1.357,1.2082,1.34389,1.33859,1.26892,271.995,264.997,278.432,268.006,263.603,0.53,0.478869,0.563699,0.617428,0.490843,2.199,2.06259,2.21338,3.36456,2.78723
2402,1.438,1.33306,1.30726,1.32659,1.4718,251.085,260.174,262.31,252.298,258.9,0.266,0.286135,0.284281,0.303791,0.317093,1.952,1.51593,1.09353,1.59187,0.83841
2403,2.435,2.17778,2.49449,2.29569,2.35813,303.418,300.26,293.871,305.86,299.242,0.099,0.100681,0.124438,0.161854,0.138282,1.87,0.972762,1.04855,1.38725,1.42258
2405,0.991,1.11136,1.10549,1.09693,1.02914,274.629,266.049,272.999,254.248,276.523,0.606,0.631154,0.57051,0.551571,0.555705,1.356,1.4982,1.83999,1.63733,1.83764
2407,0.999,1.13239,1.13634,0.918574,0.95659,215.708,225.861,210.872,229.7,229.421,0.335,0.37487,0.371983,0.417742,0.350012,1.99,2.55753,2.16875,1.96243,2.02955
2408,2.102,2.30448,2.12898,2.28523,2.26075,330.197,337.097,357.416,353.918,349.595,0.339,0.290056,0.281266,0.300718,0.302356,1.325,1.30738,1.76495,1.84665,1.75458
2409,1.23,1.31547,1.28129,1.21452,1.20048,263.89,262.199,270.818,260.045,264.925,0.641,0.618372,0.565037,0.619848,0.713212,2.669,2.9723,2.70503,1.71961,1.87559
2410,2.067,1.91527,1.8727,1.98694,1.83696,300.77,315.728,314.084,291.626,308.838,0.308,0.301613,0.319315,0.324827,0.329878,2.563,2.05186,1.72371,1.8958,2.33734
2412,1.311,1.33896,1.46206,1.31016,1.49853,242.011,244.15,241.53,230.496,244.658,0.264,0.259163,0.258227,0.299029,0.300104,1.71,1.88664,1.45697,2.06236,1.40529
2413,1.736,1.59271,1.67321,1.6958,1.63968,289.959,297.802,292.66,303.694,297.314,0.487,0.492186,0.568632,0.543682,0.457987,3.146,2.74073,2.16814,3.07355,2.69045
2414,1.339,1.65592,1.49914,1.61508,1.74945,306.598,305.464,299.865,306.583,298.33,0.321,0.308388,0.303484,0.304792,0.330384,0.703,1.11138,0.839217,1.18328,0.791919
2415,1.628,1.83876,1.74149,1.6765,1.77165,266.076,275.586,291.649,258.147,291.44,0.267,0.271857,0.293802,0.288375,0.290102,2.078,2.7234,2.05809,2.13601,1.85325
2417,0.708,0.913664,0.843076,0.952912,0.917199,243.026,214.96,215.916,245.179,223.117,0.408,0.38946,0.38021,0.393187,0.371439,0.768,1.10518,1.20867,1.28082,1.22069
2418,1.418,1.43159,1.40587,1.45442,1.43513,277.528,253.457,247.195,252.785,249.015,0.298,0.27045,0.24021,0.24947,0.240666,0.991,1.46265,1.71157,1.87171,2.76108
2420,1.243,1.1567,0.947063,1.08207,1.07212,284.276,242.607,244.767,307.353,238.238,1.001,1.33003,0.974263,0.979973,0.812516,3.881,2.33652,2.81447,3.01402,2.71553
2421,1.169,1.27049,1.19945,1.22872,1.17824,239.68,243.444,240.704,241.474,229.205,0.139,0.150844,0.155993,0.146674,0.14192,0.52,1.0391,1.38108,1.20805,0.879071
2422,1.048,1.13869,1.05854,1.23062,1.08663,237.441,228.534,243.795,249.703,238.596,0.431,0.38942,0.445925,0.457581,0.428137,1.673,1.91689,2.1289,2.80271,1.6804
2423,1.623,1.75274,1.88612,1.60061,1.63055,288.703,300.496,302.142,277.726,292.756,0.312,0.3248,0.320685,0.314899,0.29576,1.224,2.38554,1.74927,1.74036,1.87363
2424,1.363,1.24382,1.20635,1.2765,1.0792,305.217,299.114,306.194,307.478,302.372,0.554,0.547947,0.495649,0.504382,0.578043,1.408,1.17462,1.17252,1.68103,1.38526
2425,1.461,1.16911,1.36827,1.28512,1.45628,258.984,266.087,270.131,265.916,268.258,0.411,0.424761,0.524146,0.423046,0.413371,3.146,1.42638,1.58285,1.76196,2.26806
2426,1.705,1.73732,1.652,1.46369,1.75252,261.372,265.796,256.788,244.066,257.098,0.186,0.199778,0.184921,0.210295,0.204996,2.352,1.3638,1.42356,1.52792,1.03414
2427,1.425,1.35976,1.48684,1.25741,1.40222,250.143,257.972,259.181,254.935,262.843,0.295,0.299236,0.326182,0.277745,0.309946,2.306,1.64345,1.62389,1.6377,2.05489
2428,0.901,0.900559,0.950186,0.921573,0.914143,249.961,247.054,246.49,240.245,229.863,0.748,0.722779,0.806445,0.661017,0.62467,2.076,1.93757,2.72967,2.46825,2.22357
2429,0.652,0.875593,0.881873,0.77893,0.898097,224.759,249.737,287.504,220.256,269.939,0.572,0.646652,0.701981,0.638707,0.671088,1.234,1.98191,2.08944,2.45649,1.85198
2430,1.771,1.89766,1.85396,1.88436,1.75882,278.974,307.836,310.471,284.715,308.276,0.271,0.302112,0.405099,0.327183,0.317422,1.984,1.45077,1.5349,1.46663,1.56719
2432,2.019,2.19122,2.16168,1.94325,2.18519,297.943,313.504,341.353,294.16,311.39,0.273,0.254995,0.280156,0.298655,0.242176,1.997,1.69557,1.48791,2.03777,1.47161
2433,1.511,1.3046,1.34482,1.44838,1.46164,247.284,250.978,255.648,266.223,264.404,0.201,0.223427,0.229652,0.208985,0.237518,2.428,1.55445,1.21737,1.20139,1.19833
2434,0.767,0.796042,0.78965,0.843986,0.79102,209.164,223.273,244.023,231.858,223.115,0.568,0.70543,0.717708,0.784814,0.679126,2.135,2.38302,1.91685,1.98516,1.60911
2435,1.192,1.49948,1.44496,1.53778,1.52995,286.512,302.784,295.543,286.221,284.162,0.26,0.255018,0.241751,0.19408,0.260023,0.568,0.964611,0.813719,0.963207,0.813297
2436,1.554,1.58667,1.67812,1.70323,1.57617,356.35,310.806,338.331,316.481,342.608,0.888,0.738394,0.811218,0.715312,0.701743,2.049,3.00502,2.33566,2.16478,2.92262
2437,1.04,0.97467,0.960454,1.03594,1.03217,296.911,289.489,288.094,264.256,256.058,1.01,1.10359,0.964785,0.967402,1.00792,2.337,2.28368,2.68415,3.26249,2.50396
2438,1.178,1.22543,1.22372,1.17817,1.2366,228.896,233.943,228.67,242.058,241.657,0.317,0.291741,0.314724,0.362932,0.279857,2.399,2.03572,2.02866,2.33271,2.68004
2440,1.491,1.63627,1.63846,1.63268,1.61533,300.954,310.127,304.902,307.567,304.378,0.49,0.455949,0.490374,0.444202,0.481078,1.48,1.839,1.63322,1.76954,1.60505
2441,1.831,1.52557,1.68597,1.65983,1.62543,321.101,317.625,317.033,318.329,354.055,0.802,0.674538,0.743217,0.67846,0.763313,4.147,2.94721,2.53524,3.03308,3.24076
2442,1.148,1.17169,1.20172,1.07262,1.21425,270.92,255.151,267.954,248.962,255.18,0.54,0.555359,0.518214,0.594069,0.499206,1.526,3.38803,2.46486,1.89103,1.80047
2443,0.757,0.774054,0.7383,0.749835,0.784545,182.025,178.016,180.539,188.398,192.018,0.276,0.30974,0.29725,0.336804,0.335498,2.094,1.94702,1.79818,1.93572,1.69425
2444,1.457,1.32295,1.42877,1.40363,1.36492,313.04,291.458,306.701,296.773,290.112,0.61,0.605835,0.624108,0.556861,0.571293,1.643,2.06678,2.02618,1.76459,1.73775
2445,0.825,0.710447,0.791335,0.887611,0.825343,230.928,212.838,233.051,243.259,222.835,0.638,0.599504,0.759094,0.525497,0.650284,1.885,2.63377,1.1307,2.44031,2.17885
2447,1.823,1.74857,1.94042,1.80032,1.97521,364.206,342.065,337.99,332.049,339.297,0.553,0.480806,0.480628,0.412595,0.489459,1.279,1.32498,2.22323,1.73238,1.79559
2449,1.153,1.2451,1.27643,1.21891,1.20507,259.43,274.337,274.364,262.701,266.58,0.598,0.674441,0.600058,0.537285,0.645311,2.174,1.98907,2.26666,1.87079,2.20553
2450,1.42,1.27841,1.32484,1.37931,1.50856,295.037,297.83,298.214,294.76,279.631,0.725,0.700875,0.730383,0.75113,0.726189,2.596,2.42748,2.61943,1.85213,2.38349
2451,1.784,1.73549,1.95226,1.85275,1.84812,312.792,338.592,326.816,336.551,346.797,0.613,0.668115,0.599067,0.682115,0.624904,2.752,1.9679,1.95825,2.5988,2.63786
2453,1.306,1.32369,1.30163,1.33182,1.25428,299.616,276.924,281.716,277.656,280.027,0.635,0.580773,0.577493,0.583736,0.5728,1.672,2.0743,2.17607,2.878,2.01106
2454,1.883,1.81695,1.79674,1.83296,1.75727,344.71,333.269,336.073,323.708,337.668,0.731,0.750036,0.679448,0.695563,0.687739,2.443,2.4383,2.64038,2.29649,2.33651
2456,1.116,1.15842,1.167,1.14197,1.17214,237.951,240.269,241.145,235.551,252.892,0.474,0.488465,0.50774,0.472397,0.450739,2.384,2.87532,2.62485,2.65913,1.90579
2457,1.179,1.4593,1.26719,1.6115,1.505,244.651,258.56,279.783,241.317,271.797,0.14,0.138561,0.134895,0.140582,0.140547,0.482,0.725535,0.880731,1.03916,0.900883
2458,1.78,1.6722,1.7266,1.68666,1.68063,295.846,296.146,282.245,278.189,286.101,0.357,0.332569,0.353789,0.378642,0.347074,1.719,1.60472,1.79084,1.60198,1.62253
2459,1.311,1.28327,1.38706,1.47646,1.30678,286.607,283.637,298.789,318.206,275.897,0.882,0.918089,0.904264,0.761171,0.889203,3.424,2.65244,2.96623,3.26862,3.33415
2460,1.266,1.21937,1.37786,1.16518,1.27642,292.414,278.68,278.459,270.618,273.013,0.377,0.323173,0.312739,0.309968,0.333766,0.889,0.940235,0.98119,1.3722,1.09235
2461,1.477,1.56081,1.32933,1.22664,1.50669,307.997,283.776,294.185,244.748,289.432,0.992,0.862987,1.10858,0.924918,0.94593,3.948,4.37142,4.56398,4.35972,4.81573
2462,1.419,1.29567,1.57116,1.40206,1.4839,319.902,327.401,324.404,326.116,334.719,0.606,0.598692,0.611183,0.519519,0.578253,1.459,1.46112,1.7074,1.68269,1.71857
2463,0.843,0.746102,0.738459,0.897223,0.686961,191.2,215.624,168.129,202.665,185.018,0.101,0.161699,0.105165,0.142063,0.0980011,0.57,0.645936,0.546156,0.830666,0.640444
2464,1.204,1.52516,1.67963,1.39601,1.68515,211.543,244.205,268.731,237.188,268.937,0.09,0.145275,0.172471,0.200879,0.161454,2.329,1.37068,1.57913,1.75646,1.44388
2465,0.742,0.647743,0.624537,0.706008,0.686719,255.861,203.776,203.28,214.721,218.158,0.681,0.582612,0.830916,0.638559,0.648877,1.333,2.13709,1.93788,1.47116,1.3854
2466,1.687,2.08137,1.78306,1.99411,1.84302,270.989,291.403,294.902,278.944,317.153,0.115,0.161699,0.171176,0.143051,0.151962,0.649,0.927365,1.2034,1.04976,0.972038
2467,0.871,1.03253,0.94401,1.06509,0.939849,202.596,212.909,222.891,213.75,228.088,0.312,0.370422,0.358869,0.363652,0.38026,1.683,1.7718,1.37391,2.39309,1.38525
2468,0.761,0.854982,0.809021,0.789191,0.768014,193.699,202.261,204.127,199.465,216.574,0.409,0.457939,0.43836,0.507251,0.545417,2.109,1.84688,2.10101,1.42562,1.29842
2469,0.98,0.962619,1.03887,1.11491,1.03212,217.678,234.662,222.545,229.757,226.111,0.339,0.379692,0.373618,0.399874,0.372844,1.707,1.60926,1.75162,1.82269,1.61491
2470,1.097,1.09888,0.955899,0.959809,0.87343,203.686,166.948,212.733,204.502,194.248,0.116,0.162488,0.196967,0.186624,0.17615,2.459,1.37451,1.32752,1.44754,1.07183
2471,2.021,2.20949,2.17653,2.08195,2.14891,290.018,319.474,312.738,285.567,298.891,0.178,0.161699,0.162678,0.16537,0.165365,1.51,1.88855,1.3531,1.38193,1.49246
